speaker,previous,segment,following,onset,offset,dur,previousWord,word,followingWord,wordOnset,wordOffset,wordDur,previousText,text,followingText,textOnset,textOffset,textDur,position,wordposition,segments,previous_segs,following_segs,segment_original_segments,segment_source_segments,segment_phonological_segments,segment_type_segments,segment_manner_segments,segment_place_segments,segment_majorplace_segments,segment_voicing_segments,segment_rounding_segments,time,row_index
CA1HA_87,,i,a,299.63,300.05,0.4200000000000159,,y,además,299.63,300.05,0.4200000000000159,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,both,initial,i,,a,i,i,i,vowel,high,front,FRONT,voiced,unrounded,299.84000000000003,1
CA1HA_87,i,a,ð,300.05,300.12,0.06999999999999318,y,además,además,300.05,300.43,0.37999999999999545,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,a,i,ð,a,a,a,vowel,low,central,CENTRAL,voiced,unrounded,300.08500000000004,2
CA1HA_87,a,ð,e,300.12,300.2,0.07999999999998408,y,además,además,300.05,300.43,0.37999999999999545,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,ð,a,e,ð,D,d,consonant,approximant,dental,CORONAL,voiced,NotAp,300.15999999999997,3
CA1HA_87,ð,e,m,300.2,300.26,0.060000000000002274,y,además,además,300.05,300.43,0.37999999999999545,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,e,ð,m,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,300.23,4
CA1HA_87,e,m,a,300.26,300.33,0.06999999999999318,y,además,además,300.05,300.43,0.37999999999999545,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,m,e,a,m,m,m,consonant,nasal,bilabial,LABIAL,voiced,NotAp,300.29499999999996,5
CA1HA_87,m,a,s,300.33,300.38,0.05000000000001137,y,además,además,300.05,300.43,0.37999999999999545,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,a,m,s,a,a,a,vowel,low,central,CENTRAL,voiced,unrounded,300.355,6
CA1HA_87,a,s,e,300.38,300.43,0.05000000000001137,y,además,además,300.05,300.43,0.37999999999999545,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,s,a,e,s,s,s,consonant,fricative,alveolar,CORONAL,unvoiced,NotAp,300.405,7
CA1HA_87,s,e,l,300.43,300.46,0.029999999999972715,además,el,además,300.43,300.51,0.07999999999998408,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,e,s,l,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,300.445,8
CA1HA_87,e,l,k,300.46,300.51,0.05000000000001137,además,el,además,300.43,300.51,0.07999999999998408,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,l,e,k,l,l,l,consonant,lateral,alveolar,CORONAL,voiced,NotAp,300.485,9
CA1HA_87,l,k,o,300.51,300.55,0.040000000000020464,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,k,l,o,k,k,k,consonant,stop,velar,DORSAL,unvoiced,NotAp,300.53,10
CA1HA_87,k,o,m,300.55,300.59,0.03999999999996362,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,o,k,m,o,o,o,vowel,mid,back,BACK,voiced,rounded,300.57,11
CA1HA_87,o,m,p,300.59,300.64,0.05000000000001137,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,m,o,p,m,m,m,consonant,nasal,bilabial,LABIAL,voiced,NotAp,300.615,12
CA1HA_87,m,p,o,300.64,300.67,0.03000000000002956,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,p,m,o,p,p,p,consonant,stop,bilabial,LABIAL,unvoiced,NotAp,300.655,13
CA1HA_87,p,o,n,300.67,300.74,0.06999999999999318,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,o,p,n,o,o,o,vowel,mid,back,BACK,voiced,rounded,300.70500000000004,14
CA1HA_87,o,n,e,300.74,300.78,0.03999999999996362,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,n,o,e,n,n,n,consonant,nasal,alveolar,CORONAL,voiced,NotAp,300.76,15
CA1HA_87,n,e,n,300.78,300.82,0.040000000000020464,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,e,n,n,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,300.79999999999995,16
CA1HA_87,e,n,t̪,300.82,300.88,0.060000000000002274,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,n,e,t̪,n,n,n,consonant,nasal,alveolar,CORONAL,voiced,NotAp,300.85,17
CA1HA_87,n,t̪,e,300.88,300.95,0.06999999999999318,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,t̪,n,e,t̪,t,t,consonant,stop,dental,CORONAL,unvoiced,NotAp,300.91499999999996,18
CA1HA_87,t̪,e,t̪,300.95,301.1,0.1500000000000341,el,componente,además,300.51,301.1,0.5900000000000318,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,e,t̪,t̪,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,301.025,19
CA1HA_87,e,t̪,e,301.14,301.17,0.03000000000002956,componente,técnico,además,301.14,301.83,0.6899999999999977,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,t̪,e,e,t̪,t,t,consonant,stop,dental,CORONAL,unvoiced,NotAp,301.155,20
CA1HA_87,t̪,e,ɣ,301.17,301.28,0.1099999999999568,componente,técnico,además,301.14,301.83,0.6899999999999977,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,e,t̪,ɣ,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,301.225,21
CA1HA_87,e,ɣ,n,301.28,301.29,0.010000000000047748,componente,técnico,además,301.14,301.83,0.6899999999999977,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,ɣ,e,n,ɣ,G,g,consonant,approximant,velar,DORSAL,voiced,NotAp,301.28499999999997,22
CA1HA_87,ɣ,n,i,301.29,301.47,0.18000000000000682,componente,técnico,además,301.14,301.83,0.6899999999999977,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,n,ɣ,i,n,n,n,consonant,nasal,alveolar,CORONAL,voiced,NotAp,301.38,23
CA1HA_87,n,i,k,301.47,301.54,0.06999999999999318,componente,técnico,además,301.14,301.83,0.6899999999999977,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,i,n,k,i,i,i,vowel,high,front,FRONT,voiced,unrounded,301.505,24
CA1HA_87,i,k,o,301.54,301.68,0.13999999999998636,componente,técnico,además,301.14,301.83,0.6899999999999977,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,k,i,o,k,k,k,consonant,stop,velar,DORSAL,unvoiced,NotAp,301.61,25
CA1HA_87,k,o,d̪,301.68,301.83,0.14999999999997726,componente,técnico,además,301.14,301.83,0.6899999999999977,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,o,k,d̪,o,o,o,vowel,mid,back,BACK,voiced,rounded,301.755,26
CA1HA_87,o,d̪,e,301.98,302.11,0.12999999999999545,técnico,de,además,301.98,302.18,0.19999999999998863,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,d̪,o,e,d̪,d,d,consonant,stop,dental,CORONAL,voiced,NotAp,302.045,27
CA1HA_87,d̪,e,l,302.11,302.18,0.06999999999999318,técnico,de,además,301.98,302.18,0.19999999999998863,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,e,d̪,l,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,302.145,28
CA1HA_87,e,l,a,302.18,302.25,0.06999999999999318,de,la,además,302.18,302.3,0.12000000000000455,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,l,e,a,l,l,l,consonant,lateral,alveolar,CORONAL,voiced,NotAp,302.21500000000003,29
CA1HA_87,l,a,u,302.25,302.3,0.05000000000001137,de,la,además,302.18,302.3,0.12000000000000455,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,a,l,u,a,a,a,vowel,low,central,CENTRAL,voiced,unrounded,302.275,30
CA1HA_87,a,u,n,302.3,302.34,0.03999999999996362,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,u,a,n,u,u,u,vowel,high,back,BACK,voiced,rounded,302.32,31
CA1HA_87,u,n,i,302.34,302.38,0.040000000000020464,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,n,u,i,n,n,n,consonant,nasal,alveolar,CORONAL,voiced,NotAp,302.36,32
CA1HA_87,n,i,β,302.38,302.44,0.060000000000002274,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,i,n,β,i,i,i,vowel,high,front,FRONT,voiced,unrounded,302.40999999999997,33
CA1HA_87,i,β,e,302.44,302.5,0.060000000000002274,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,β,i,e,β,B,b,consonant,approximant,bilabial,LABIAL,voiced,NotAp,302.47,34
CA1HA_87,β,e,r,302.5,302.54,0.040000000000020464,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,e,β,r,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,302.52,35
CA1HA_87,e,r,s,302.54,302.57,0.029999999999972715,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,r,e,s,r,r,r,consonant,trill,alveolar,CORONAL,unvoiced,NotAp,302.555,36
CA1HA_87,r,s,i,302.57,302.74,0.17000000000001592,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,s,r,i,s,s,s,consonant,fricative,alveolar,CORONAL,unvoiced,NotAp,302.655,37
CA1HA_87,s,i,ð,302.74,302.77,0.029999999999972715,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,i,s,ð,i,i,i,vowel,high,front,FRONT,voiced,unrounded,302.755,38
CA1HA_87,i,ð,a,302.77,302.82,0.05000000000001137,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,ð,i,a,ð,D,d,consonant,approximant,dental,CORONAL,voiced,NotAp,302.79499999999996,39
CA1HA_87,ð,a,ð,302.82,303.02,0.19999999999998863,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,a,ð,ð,a,a,a,vowel,low,central,CENTRAL,voiced,unrounded,302.91999999999996,40
CA1HA_87,a,ð,d̪,303.02,303.03,0.009999999999990905,la,universidad,además,302.3,303.03,0.7299999999999613,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,ð,a,d̪,ð,D,d,consonant,approximant,dental,CORONAL,voiced,NotAp,303.025,41
CA1HA_87,ð,d̪,e,303.03,303.14,0.11000000000001364,universidad,de,además,303.03,303.24,0.21000000000003638,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,d̪,ð,e,d̪,d,d,consonant,stop,dental,CORONAL,voiced,NotAp,303.085,42
CA1HA_87,d̪,e,m,303.14,303.24,0.10000000000002274,universidad,de,además,303.03,303.24,0.21000000000003638,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,e,d̪,m,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,303.19,43
CA1HA_87,e,m,i,303.24,303.32,0.07999999999998408,de,milán,además,303.24,303.73,0.4900000000000091,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,initial,medial,m,e,i,m,m,m,consonant,nasal,bilabial,LABIAL,voiced,NotAp,303.28,44
CA1HA_87,m,i,l,303.32,303.38,0.060000000000002274,de,milán,además,303.24,303.73,0.4900000000000091,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,i,m,l,i,i,i,vowel,high,front,FRONT,voiced,unrounded,303.35,45
CA1HA_87,i,l,a,303.38,303.46,0.07999999999998408,de,milán,además,303.24,303.73,0.4900000000000091,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,l,i,a,l,l,l,consonant,lateral,alveolar,CORONAL,voiced,NotAp,303.41999999999996,46
CA1HA_87,l,a,n,303.46,303.59,0.12999999999999545,de,milán,además,303.24,303.73,0.4900000000000091,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,a,l,n,a,a,a,vowel,low,central,CENTRAL,voiced,unrounded,303.525,47
CA1HA_87,a,n,c,303.59,303.73,0.1400000000000432,de,milán,además,303.24,303.73,0.4900000000000091,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,n,a,c,n,n,n,consonant,nasal,alveolar,CORONAL,voiced,NotAp,303.65999999999997,48
CA1HA_87,n,c,e,303.9327,303.9827,0.05000000000001137,milán,que,el,303.9327,304.0127,0.07999999999998408,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,c,n,e,c,q,k,consonant,stop,velar,DORSAL,unvoiced,NotAp,303.95770000000005,49
CA1HA_87,c,e,e,303.9827,304.0127,0.029999999999972715,milán,que,el,303.9327,304.0127,0.07999999999998408,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,e,c,e,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,303.9977,50
CA1HA_87,e,e,s,304.0127,304.0727,0.060000000000002274,que,es,el,304.0127,304.1127,0.10000000000002274,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,e,e,s,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,304.04269999999997,51
CA1HA_87,e,s,m,304.0727,304.1127,0.040000000000020464,que,es,el,304.0127,304.1127,0.10000000000002274,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,s,e,m,s,s,s,consonant,fricative,alveolar,CORONAL,unvoiced,NotAp,304.09270000000004,52
CA1HA_87,s,m,w,304.1127,304.2227,0.1099999999999568,es,muy,el,304.1127,304.2827,0.16999999999995907,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,m,s,w,m,m,m,consonant,nasal,bilabial,LABIAL,voiced,NotAp,304.16769999999997,53
CA1HA_87,m,w,i,304.2227,304.2527,0.03000000000002956,es,muy,el,304.1127,304.2827,0.16999999999995907,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,w,m,i,w,w,u,semivowel,approximant,labiovelar,LABIAL,voiced,rounded,304.2377,54
CA1HA_87,w,i,r,304.2527,304.2827,0.029999999999972715,es,muy,el,304.1127,304.2827,0.16999999999995907,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,i,w,r,i,i,i,vowel,high,front,FRONT,voiced,unrounded,304.2677,55
CA1HA_87,i,r,e,304.2827,304.3427,0.060000000000002274,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,r,i,e,r,r,r,consonant,trill,alveolar,CORONAL,unvoiced,NotAp,304.31269999999995,56
CA1HA_87,r,e,k,304.3427,304.4027,0.060000000000002274,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,e,r,k,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,304.3727,57
CA1HA_87,e,k,o,304.4027,304.4627,0.060000000000002274,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,k,e,o,k,k,k,consonant,stop,velar,DORSAL,unvoiced,NotAp,304.43269999999995,58
CA1HA_87,k,o,n,304.4627,304.5127,0.05000000000001137,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,o,k,n,o,o,o,vowel,mid,back,BACK,voiced,rounded,304.4877,59
CA1HA_87,o,n,o,304.5127,304.5527,0.040000000000020464,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,n,o,o,n,n,n,consonant,nasal,alveolar,CORONAL,voiced,NotAp,304.5327,60
CA1HA_87,n,o,s,304.5527,304.6027,0.05000000000001137,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,o,n,s,o,o,o,vowel,mid,back,BACK,voiced,rounded,304.57770000000005,61
CA1HA_87,o,s,i,304.6027,304.7427,0.13999999999998636,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,s,o,i,s,s,s,consonant,fricative,alveolar,CORONAL,unvoiced,NotAp,304.6727,62
CA1HA_87,s,i,ð,304.7427,304.8027,0.060000000000002274,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,i,s,ð,i,i,i,vowel,high,front,FRONT,voiced,unrounded,304.7727,63
CA1HA_87,i,ð,a,304.8027,304.8327,0.029999999999972715,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,ð,i,a,ð,D,d,consonant,approximant,dental,CORONAL,voiced,NotAp,304.8177,64
CA1HA_87,ð,a,e,304.8327,304.8627,0.03000000000002956,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,a,ð,e,a,a,a,vowel,low,central,CENTRAL,voiced,unrounded,304.84770000000003,65
CA1HA_87,a,e,n,304.8627,304.8927,0.029999999999972715,reconocida,en,el,304.8627,304.9227,0.060000000000002274,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,e,a,n,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,304.8777,66
CA1HA_87,e,n,i,304.8927,304.9227,0.03000000000002956,reconocida,en,el,304.8627,304.9227,0.060000000000002274,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,n,e,i,n,n,n,consonant,nasal,alveolar,CORONAL,voiced,NotAp,304.9077,67
CA1HA_87,n,i,ɲ,304.9227,304.9527,0.029999999999972715,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,i,n,ɲ,i,i,i,vowel,high,front,FRONT,voiced,unrounded,304.9377,68
CA1HA_87,i,ɲ,ç,304.9527,304.9827,0.03000000000002956,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,ɲ,i,ç,ɲ,M,M,consonant,nasal,palatal,CORONAL,voiced,NotAp,304.96770000000004,69
CA1HA_87,ɲ,ç,e,304.9827,305.0127,0.029999999999972715,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,ç,ɲ,e,ç,H,h,consonant,fricative,glottal,PHARYNGEAL,unvoiced,NotAp,304.9977,70
CA1HA_87,ç,e,ɲ,305.0127,305.0527,0.040000000000020464,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,e,ç,ɲ,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,305.0327,71
CA1HA_87,e,ɲ,j,305.0527,305.1027,0.05000000000001137,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,ɲ,e,j,ɲ,M,M,consonant,nasal,palatal,CORONAL,voiced,NotAp,305.07770000000005,72
CA1HA_87,ɲ,j,e,305.1027,305.1327,0.029999999999972715,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,j,ɲ,e,j,j,i,semivowel,approximant,palatal,CORONAL,voiced,unrounded,305.1177,73
CA1HA_87,j,e,ɾ,305.1327,305.1727,0.040000000000020464,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,e,j,ɾ,e,e,e,vowel,mid,front,FRONT,voiced,unrounded,305.1527,74
CA1HA_87,e,ɾ,i,305.1727,305.1927,0.01999999999998181,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,ɾ,e,i,ɾ,R,R,consonant,tap,alveolar,CORONAL,unvoiced,NotAp,305.1827,75
CA1HA_87,ɾ,i,a,305.1927,305.2527,0.060000000000002274,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,i,ɾ,a,i,i,i,vowel,high,front,FRONT,voiced,unrounded,305.22270000000003,76
CA1HA_87,i,a,s,305.2527,305.2927,0.040000000000020464,en,ingeniería,el,304.9227,305.2927,0.37000000000000455,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,a,i,s,a,a,a,vowel,low,central,CENTRAL,voiced,unrounded,305.2727,77
CA1HA_87,a,s,i,305.2927,305.4227,0.12999999999999545,ingeniería,civil,el,305.2927,305.7527,0.45999999999997954,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,s,a,i,s,s,s,consonant,fricative,alveolar,CORONAL,unvoiced,NotAp,305.3577,78
CA1HA_87,s,i,β,305.4227,305.4827,0.060000000000002274,ingeniería,civil,el,305.2927,305.7527,0.45999999999997954,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,i,s,β,i,i,i,vowel,high,front,FRONT,voiced,unrounded,305.45270000000005,79
