speaker,time,row_index,formant_1,formant_2,formant_3,pitchValue,intensityValue,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
CA1HA_87,300.79999999999995,16,377.75579681525903,1475.229789978613,2628.8358615506754,125.02785700879168,82.1697524717213,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,300.85,17,383.38916479990235,1272.1464776718824,2228.341030712002,124.13893304023833,82.20594419449755,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,300.91499999999996,18,410.7496823446681,1495.061002658154,2112.1298957631034,--undefined--,74.6030633703209,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.025,19,349.9078268751204,1212.432500924081,2111.437005338453,163.16726493755309,82.29850320723135,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.155,20,379.16218760079096,1888.8120706279194,2608.2018231219713,--undefined--,68.12098198028107,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.225,21,406.57056030067974,1685.7765951912863,2199.7058630884326,156.27438323843253,81.45191708603723,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.28499999999997,22,389.5744270611091,1498.0843828562122,2325.6111465201025,131.31122490186021,83.18048093056177,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.38,23,347.0495853219117,1209.418944693057,2350.7478831299363,121.23020022170735,81.42431775813218,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.505,24,326.6909462773715,1240.0698138970847,2196.7049306033787,107.98404156086661,79.91916745125354,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.61,25,391.7769048172688,1411.4950118053757,1983.6957585422495,--undefined--,68.47351243924693,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,301.755,26,398.6385923140744,993.1311737087586,2172.7115045819824,97.33620106791956,76.82875864845693,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.045,27,288.7141082108407,1527.1595228257147,2082.239917751827,--undefined--,72.56319283614813,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.145,28,297.84694437754456,1764.9910477144367,2635.3692698569344,--undefined--,77.20940005950762,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.21500000000003,29,372.02694170463803,1424.1099603303494,2043.9323845875583,103.40631586069385,81.25465226201662,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.275,30,344.2401928098485,1494.8540137712982,2298.1233100831532,103.1604333295977,81.07248454293303,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.32,31,596.3422762296062,1672.2764599766324,2750.051089087107,102.71308809746048,80.62516484777501,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.36,32,532.628303595915,1124.0773871191395,1855.2677672820857,102.21152996114557,80.21174783244014,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.40999999999997,33,325.3290929845581,1306.6749865078007,2246.0372924816197,103.46389388129086,81.384119220381,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.47,34,359.48119153276247,1203.2180396847375,2118.04312397032,52.08883678326811,79.0811111347037,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.52,35,396.3114189634694,1580.492950183961,2305.119789252611,50.355849201844634,78.86922303624075,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.555,36,500.63502433397275,1662.64305760107,2470.8842439742425,50.44696141592438,80.7973293790485,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.655,37,442.77005669546236,1705.278080376856,2386.4721770472684,--undefined--,70.46453221434741,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.755,38,457.68867163776986,1873.4963211226097,2610.6857133958674,57.96373589667101,71.48622271182616,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.79499999999996,39,313.44396990840966,1655.7924172829885,2468.002601818768,--undefined--,75.11648225722698,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,302.91999999999996,40,519.4884274842459,1576.4597222606692,1799.6430864339861,97.55305019236343,80.65598603462723,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.025,41,623.1913523723606,1494.9677064409216,2587.4239732494702,102.89959049041283,79.56784924288326,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.085,42,526.0700980772639,1578.5216096583395,2677.883124659229,107.38335549849516,80.55997360749795,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.19,43,392.7449707727304,1496.8888869130155,2161.1701793158004,117.2964913227652,81.49868249724624,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.28,44,386.4415837701226,1501.918869956818,2421.507315787338,--undefined--,79.20697239007292,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.35,45,284.2942913635421,1106.9091178372087,2102.996791316556,57.767957675845366,80.75272340781582,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.41999999999996,46,306.80813675055526,1508.2411852101466,2179.696075517586,54.62026655295104,81.34964564430597,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.525,47,633.0547878204374,1584.597419834778,1728.1636753975124,53.55746251541856,80.87806209159677,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.65999999999997,48,298.908326881621,1521.544500656913,1727.8479040935654,53.341374396013066,81.69430817960836,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.95770000000005,49,1153.0457874805707,2073.2778453760125,3054.5363259190212,--undefined--,76.42383899418682,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,303.9977,50,424.6768414939355,1732.85491934873,2088.5011326806375,--undefined--,70.36287074078041,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.04269999999997,51,377.1575285555078,832.876025628438,2120.807206213882,--undefined--,82.05897229499632,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.09270000000004,52,345.31661980233343,1619.0025944182144,2200.874942409171,93.92087948579788,80.82261968762448,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.16769999999997,53,235.52225148077432,1576.612795016293,2202.4243607009244,--undefined--,79.79152085076493,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.2377,54,338.62461759562854,1057.9435980319472,2102.159671364029,109.78091858279697,81.99444510926493,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.2677,55,335.9395563542665,1152.6615037934935,2180.0006330800084,109.68233785233234,82.44479789495257,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.31269999999995,56,355.91351600981466,1224.238430153665,2130.6977531365055,105.68074500341349,80.3236393293718,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.3727,57,339.98308124339565,1500.2187390961153,2236.659008334752,109.4217689714946,77.90804083949972,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.43269999999995,58,412.5567234400406,1626.4985305187238,2357.159313219384,116.84372943998184,81.11389276200408,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.4877,59,191.3765154472139,1395.110275286798,2163.3169335467796,--undefined--,79.22980126246539,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.5327,60,460.87351518677934,968.6047949224272,2045.362329692079,--undefined--,81.1990375427996,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.57770000000005,61,311.57193363076533,1090.7356267614302,2144.1746706251865,111.77665431672233,82.22018530894319,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.6727,62,464.79344298612796,1483.3150491960753,2047.4910986672164,--undefined--,76.66249809229554,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.7727,63,238.07847355287862,2048.724413555872,2077.770179699056,--undefined--,74.46177289084584,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.8177,64,294.85234715776494,1563.9627216531126,2433.883747272244,--undefined--,81.43353012589893,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.84770000000003,65,286.15660565080043,1992.2488693873854,2482.16301332444,100.94243022201888,81.05126858563108,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.8777,66,358.6612811750531,1706.1207041995299,2459.8523309032166,101.49037696073096,81.21002630468412,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.9077,67,441.04837599153996,1133.4134337149014,2116.303431436543,102.83546692781242,81.45129790464456,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.9377,68,395.3419486688923,1058.831411737521,2115.8367521557893,100.98648953267943,80.35858229681514,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.96770000000004,69,373.9800014207975,1716.7137777932944,2475.8988347232976,100.20332067656817,80.56015381916622,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,304.9977,70,316.38892177670124,1273.8428908601397,1897.4803311950811,95.9736915096777,81.49575663003928,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.0327,71,382.58392074350184,843.7413199397889,1938.0323326021294,95.60707582128184,80.23458205787408,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.07770000000005,72,368.89147837060716,1352.6517310251916,2054.0195338471576,96.66535932891632,79.9676338582198,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.1177,73,294.0300472064104,1384.4704705662994,2316.2077555829433,97.06501674365973,81.29081609057882,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.1527,74,316.97386287334166,1299.6005537469466,1989.8782012100285,96.90160745245801,80.64208542429564,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.1827,75,382.28391301314747,1131.681712421619,2085.55655335968,95.56355193550083,80.05534721394689,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.22270000000003,76,324.6100240150628,1673.6453605689135,2076.8750742751445,89.19017909659644,77.81544776078,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.2727,77,341.508402788468,1317.6950232839847,2188.268557332967,96.59758485185075,80.06699163292538,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.3577,78,406.5160774568332,1777.0291465503944,2626.353574025663,92.30903916512254,76.02034458122321,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.45270000000005,79,566.6876842354927,1745.283084125847,2698.2149934864447,--undefined--,73.50936336750577,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.4977,80,325.0683207182404,1408.6498934741483,2482.448714703135,115.12720095042513,82.98702141840923,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.54269999999997,81,298.55324783336704,1756.6645138835086,2513.9780123651944,113.93512799982847,83.02557018492867,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,305.6627,82,283.23245166770414,1336.018662122189,2345.990771318316,103.98252000392407,81.64216578596962,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,307.7228,83,428.76974910967084,1577.6304448164683,2088.876686396756,--undefined--,73.60849523322511,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,307.7928,84,591.3258255476121,1580.857209504923,2000.7145627642822,124.3725477434769,82.42236992505737,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,307.8428,85,364.89008598825166,1600.1729720560074,1846.8887403077658,118.39202010231185,80.77416514297015,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,307.8828,86,331.43930262726565,1481.9063781688658,2332.083450372852,123.78529392903589,82.0420101275746,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,307.9128,87,383.7602874210546,1421.0613138488404,2171.8840513848522,128.04023010035755,83.39916904537903,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,307.94280000000003,88,379.7351544774605,1260.1146320527407,2114.116749148563,130.35473519765594,80.6741578217615,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,307.9828,89,426.9048665211353,1890.7966680957584,2576.042994187046,132.56036326767332,74.98922170504186,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.02279999999996,90,442.9534769545893,1579.635832482086,2152.4412360819397,--undefined--,68.65576392967388,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.0828,91,463.55574196247863,1650.2276807529993,2469.299909348053,155.00471590390643,82.58322821364467,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.16279999999995,92,387.4454121593613,1241.3105038130336,2154.870551772331,143.8647413118528,79.29326614609728,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.2078,93,452.30389337743287,1523.1432905484903,2128.3438080599453,--undefined--,72.17913539208158,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.2428,94,402.51110590271696,1470.8095190136044,2304.0658753749904,--undefined--,72.90414835128631,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.2878,95,390.10566649694726,1134.519058886566,2174.324511123589,143.12961989587814,80.20201127836557,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.3328,96,381.39314420490985,1329.4575227359492,2410.349392165901,137.85542309117525,70.5699134110455,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.39279999999997,97,442.6828236013458,1221.0058762292495,1719.6590022438488,146.6398649893103,80.76529849669991,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.4628,98,279.5941614997313,1122.7510927160274,2111.519440140192,135.05488124505843,77.56102274287919,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.5378,99,345.3687696332005,900.0109102461087,2126.5634593074656,--undefined--,72.41934124453147,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.6078,100,439.5338400600312,1101.2123311803239,1914.7390504304467,118.50503909121875,80.65811292483318,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.6678,101,309.73143319713927,1261.6519325016613,2335.1366843937017,112.71076101667394,81.86724904060307,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.76279999999997,102,329.31015827016097,1143.527096679185,2379.975335866799,110.25363443986215,80.80308079157363,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,308.8928,103,295.38319949569546,1260.7035820922288,2195.096462671502,--undefined--,73.21677772305202,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,309.1528,104,380.42071434540867,1084.502895527557,2102.383310881237,122.1544763257468,82.13987090129609,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,309.51779999999997,105,284.67186425579155,1181.9917775564475,2070.355645772117,--undefined--,76.65842520338553,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,309.6178,106,316.8235110515381,1014.7059906080948,1921.1008940396287,126.53421540857777,82.3440238348904,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,309.7228,107,236.82646749320577,1615.4328169253092,2120.824302362522,137.74001118527946,80.77107679534011,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,309.81280000000004,108,345.6367168579644,1962.5380139356728,2811.1010868514627,--undefined--,71.10564228829743,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,309.89779999999996,109,264.2879937426067,1948.7891625471352,2464.520045737878,--undefined--,75.73910276276368,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,309.9778,110,432.4515805465039,1274.113961115326,2213.3881292672972,--undefined--,69.4053698185603,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.0666,111,346.6805487865108,797.0734597700368,2072.106863373435,97.2016580389765,76.62030877933607,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.1266,112,303.821398259618,1466.4558435663007,2208.0487182507136,--undefined--,69.99618925661193,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.1766,113,375.2185300245971,1188.7257475007768,2210.0195047036846,--undefined--,78.81010569257546,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.2416,114,316.2314087419493,1448.3502170722581,1884.9487118434888,95.42123210003436,80.40892667619653,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.3016,115,341.7781892365825,1395.162391812693,2016.1195893977608,98.37204942615683,78.4485003016014,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.34159999999997,116,406.9549167559249,962.0915741458736,1958.5512202265836,99.09984875160399,80.11629322853902,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.3766,117,337.42989244199987,1549.7050833674239,1765.934401241912,93.98080424984883,80.03808374957596,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.4066,118,374.3989230475397,1612.196724353808,2320.6281771513077,92.433623431116,76.92191480195672,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.4366,119,367.826586030871,1697.023387625395,2019.0821552638977,92.90023528555186,78.04644509533539,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.4916,120,406.5330759379221,1678.5393444360054,1861.1683304796736,90.68505321276474,79.55996897226711,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.5566,121,495.60852172706245,1764.0865570808667,2083.14292650141,--undefined--,69.88515402745873,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.61659999999995,122,340.951596047591,1642.1343269315219,2367.890776262185,--undefined--,71.57900401669065,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.6766,123,631.5998678321181,1602.7145139445497,2836.907959774092,99.86433247583766,81.97087232697007,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.71659999999997,124,374.94544996261857,1407.3571135956747,2457.8103482073707,98.90521656346823,80.94010580474007,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.76160000000004,125,590.1499425347873,1675.3428202869334,2627.739380837421,100.61487551570326,82.41518131801595,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.8116,126,554.9423385722711,1718.7291396853082,1906.159038149888,107.48303037164531,81.0473134846768,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.86659999999995,127,438.83849384342767,1560.722138493293,1904.548764355047,115.61765959949025,80.60404006371009,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.9316,128,357.43245950559975,1475.0511350691643,1863.195350163143,119.90975104947702,81.59816138154547,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,310.99159999999995,129,364.2685741508331,1379.8226210381306,2067.478767632126,113.3577541190064,81.77312395544908,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.0716,130,526.8515603546044,1682.2770332623252,1872.0818327592103,107.42115656942066,81.26828698919462,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.14160000000004,131,524.156123252233,1648.0545778145681,1840.9646772112167,102.68520190935752,79.807368765168,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.1766,132,455.54296017836896,1640.224962784179,2483.4246775624983,102.13205127432863,76.31778126082628,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.2066,133,435.87411680582454,1707.1722658694853,2704.557864314037,55.02151867918403,78.69944348467688,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.2366,134,440.4341190435965,880.1197187386442,1884.4755961038338,55.45415894049053,80.92061610462568,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.26660000000004,135,426.82890530085643,1302.0898211205754,1750.8726241914214,57.70183970588154,79.67229238261365,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.2966,136,401.99110342536466,1098.5011049834632,1762.2959994909152,59.79595057861525,79.28229599012889,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.3266,137,400.03948770800673,1118.6946853355546,1952.334594952029,61.461653091779596,79.75626027895619,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.3566,138,395.4077290609446,1231.4142326776096,1993.2538003127015,118.79211005503531,78.0666720774492,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.3866,139,356.97811201478356,1228.9851752793088,1982.8437525864947,117.8442443925648,79.56501022599984,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.4216,140,399.8346520405036,1317.7864298480201,2177.282320882173,119.33963304174102,79.65284051321305,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.47659999999996,141,522.4366525501425,1240.251570132004,2148.090366175855,124.26351059472873,81.77204630016551,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.5366,142,420.44843327862,1418.8989273510208,2170.9886034610154,--undefined--,71.13177055721184,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.5766,143,530.2140166678537,1483.6701618396478,2046.440869715635,--undefined--,67.77663319287898,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.6116,144,380.3495506087273,1189.8683091608073,1790.483725311448,--undefined--,76.55077357555616,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.6666,145,561.4194613574533,1423.8169914201255,1761.2770509418413,100.31131634941363,80.59324512621582,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.7116,146,430.8231339054529,1557.6841724335925,1753.3776145670406,--undefined--,73.81356944690899,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.76660000000004,147,464.27980288198376,1229.0443348020872,1928.811768175684,--undefined--,72.18988622928781,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.8666,148,294.85645364057007,1141.0070266217956,2006.2785691491847,58.60786731672729,77.86072640289585,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,311.9816,149,312.87053986547033,1409.0714953845977,2214.4083174079433,--undefined--,77.26197052661743,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.0616,150,298.8299615669601,1295.9622922069602,2094.15225226101,--undefined--,82.28837417616406,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.11159999999995,151,624.4733383153864,1431.7598159847453,2590.638099984715,--undefined--,80.59440542669313,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.1616,152,361.12458105641764,1387.006247221601,1974.9623231188207,--undefined--,79.24967093581716,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.2016,153,400.7121411886015,1366.622317187936,1999.0944983015859,--undefined--,77.15808558418995,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.2416,154,417.8911180084998,1660.049235473717,1972.3124369427014,--undefined--,81.33963572838053,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.27660000000003,155,1439.9898936498548,2402.493503340979,3415.2762953984598,--undefined--,78.37014451230218,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.3316,156,438.84260795031634,1275.7903750096882,2031.3753577533396,--undefined--,78.44970713845473,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.39160000000004,157,364.0889645177042,1115.556754100937,1999.591401321421,--undefined--,80.58028032038638,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.46659999999997,158,453.89767311746846,1486.8998814087786,2537.073061254683,--undefined--,79.34354466263618,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.5416,159,415.99732337446926,1599.4068528121127,2016.1033526515594,--undefined--,72.09848941825375,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.5766,160,1069.8919957771568,1959.5951453626667,2855.2794925280964,--undefined--,76.0383793487291,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.6216,161,368.95601139453123,1181.5306780137482,2127.111504775054,102.19659777605753,82.0847029055578,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.6666,162,450.13267383612504,1241.5483187901943,2145.243683426343,107.81340439573378,82.47241168658039,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.6966,163,423.2592315506005,1323.2424063918988,2096.3613406806608,113.57945138700224,82.60822413277303,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.72659999999996,164,364.8665640380374,1412.5431597548961,2013.8368298871433,111.21793770491006,82.35604162734663,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.7566,165,324.310396731493,1309.9688649621805,2045.0250324458978,108.99582810037957,83.30012855738275,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.7866,166,310.8739574653965,1326.654684881258,2120.4164448960014,111.4549225731597,83.43691576866806,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.8366,167,372.0445780461092,1772.2765052309164,2695.5028264128778,123.72877810299042,82.3478568440854,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,312.9566,168,310.758343285671,983.4593024486782,1967.7293522320672,147.58946518351613,83.95742301889653,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,313.0566,169,302.27667932514146,912.3385387691633,2046.6520557116132,117.87705225784667,82.5646183872824,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,313.10659999999996,170,311.5720115022927,1166.5530368582145,2245.9301216832537,104.73717701145577,81.44909501512396,0,0,0,0,0,0,0,0,0,0,0,0
CA1HA_87,313.925,171,407.10576287332134,1534.9293362988903,2225.1321078799865,--undefined--,71.13626173426867,0,0,0,0,0,0,0,0,0,0,0,0
