"speaker","previous","segment","following","onset","offset","dur","previousWord","word","followingWord","wordOnset","wordOffset","wordDur","previousText","text","followingText","textOnset","textOffset","textDur","position","wordposition","segments","previous_segs","following_segs","previous_source_segments","previous_phonological_segments","previous_type_segments","previous_manner_segments","previous_place_segments","previous_majorplace_segments","previous_voicing_segments","previous_rounding_segments","segment_source_segments","segment_phonological_segments","segment_type_segments","segment_manner_segments","segment_place_segments","segment_majorplace_segments","segment_voicing_segments","segment_rounding_segments","following_source_segments","following_phonological_segments","following_type_segments","following_manner_segments","following_place_segments","following_majorplace_segments","following_voicing_segments","following_rounding_segments","time","row_index"
"CA1HA_87","","i","a",299.63,300.05,0.420000000000016,"","y","además",299.63,300.05,0.420000000000016,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"both","initial","i","","a","blank","blank","blank","blank","blank","blank","blank","blank","i","i","vowel","high","front","FRONT","voiced","unrounded","a","a","vowel","low","central","CENTRAL","voiced","unrounded",299.84,1
"CA1HA_87","i","a","ð",300.05,300.12,0.0699999999999932,"y","además","el",300.05,300.43,0.379999999999995,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","a","i","D","i","i","vowel","high","front","FRONT","voiced","unrounded","a","a","vowel","low","central","CENTRAL","voiced","unrounded","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp",300.085,2
"CA1HA_87","a","ð","e",300.12,300.2,0.0799999999999841,"y","además","el",300.05,300.43,0.379999999999995,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","D","a","e","a","a","vowel","low","central","CENTRAL","voiced","unrounded","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",300.16,3
"CA1HA_87","ð","e","m",300.2,300.26,0.0600000000000023,"y","además","el",300.05,300.43,0.379999999999995,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","e","D","m","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp",300.23,4
"CA1HA_87","e","m","a",300.26,300.33,0.0699999999999932,"y","además","el",300.05,300.43,0.379999999999995,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","m","e","a","e","e","vowel","mid","front","FRONT","voiced","unrounded","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded",300.295,5
"CA1HA_87","m","a","s",300.33,300.38,0.0500000000000114,"y","además","el",300.05,300.43,0.379999999999995,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","a","m","s","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp",300.355,6
"CA1HA_87","a","s","e",300.38,300.43,0.0500000000000114,"y","además","el",300.05,300.43,0.379999999999995,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","s","a","e","a","a","vowel","low","central","CENTRAL","voiced","unrounded","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",300.405,7
"CA1HA_87","s","e","l",300.43,300.46,0.0299999999999727,"además","el","componente",300.43,300.51,0.0799999999999841,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","e","s","l","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp",300.445,8
"CA1HA_87","e","l","k",300.46,300.51,0.0500000000000114,"además","el","componente",300.43,300.51,0.0799999999999841,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","l","e","k","e","e","vowel","mid","front","FRONT","voiced","unrounded","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp",300.485,9
"CA1HA_87","l","k","o",300.51,300.55,0.0400000000000205,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","k","l","o","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded",300.53,10
"CA1HA_87","k","o","m",300.55,300.59,0.0399999999999636,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","o","k","m","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp",300.57,11
"CA1HA_87","o","m","p",300.59,300.64,0.0500000000000114,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","m","o","p","o","o","vowel","mid","back","BACK","voiced","rounded","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","p","p","consonant","stop","bilabial","LABIAL","unvoiced","NotAp",300.615,12
"CA1HA_87","m","p","o",300.64,300.67,0.0300000000000296,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","p","m","o","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","p","p","consonant","stop","bilabial","LABIAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded",300.655,13
"CA1HA_87","p","o","n",300.67,300.74,0.0699999999999932,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","o","p","n","p","p","consonant","stop","bilabial","LABIAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp",300.705,14
"CA1HA_87","o","n","e",300.74,300.78,0.0399999999999636,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","n","o","e","o","o","vowel","mid","back","BACK","voiced","rounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",300.76,15
"CA1HA_87","n","e","n",300.78,300.82,0.0400000000000205,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","e","n","n","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp",300.8,16
"CA1HA_87","e","n","t̪",300.82,300.88,0.0600000000000023,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","n","e","t","e","e","vowel","mid","front","FRONT","voiced","unrounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","t","t","consonant","stop","dental","CORONAL","unvoiced","NotAp",300.85,17
"CA1HA_87","n","t̪","e",300.88,300.95,0.0699999999999932,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","t","n","e","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","t","t","consonant","stop","dental","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",300.915,18
"CA1HA_87","t̪","e","",300.95,301.1,0.150000000000034,"el","componente","",300.51,301.1,0.590000000000032,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","e","t","","t","t","consonant","stop","dental","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","blank","blank","blank","blank","blank","blank","blank","blank",301.025,19
"CA1HA_87","","t̪","e",301.14,301.17,0.0300000000000296,"","técnico","",301.14,301.83,0.689999999999998,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","t","","e","blank","blank","blank","blank","blank","blank","blank","blank","t","t","consonant","stop","dental","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",301.155,20
"CA1HA_87","t̪","e","ɣ",301.17,301.28,0.109999999999957,"","técnico","",301.14,301.83,0.689999999999998,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","e","t","G","t","t","consonant","stop","dental","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","G","g","consonant","approximant","velar","DORSAL","voiced","NotAp",301.225,21
"CA1HA_87","e","ɣ","n",301.28,301.29,0.0100000000000477,"","técnico","",301.14,301.83,0.689999999999998,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","G","e","n","e","e","vowel","mid","front","FRONT","voiced","unrounded","G","g","consonant","approximant","velar","DORSAL","voiced","NotAp","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp",301.285,22
"CA1HA_87","ɣ","n","i",301.29,301.47,0.180000000000007,"","técnico","",301.14,301.83,0.689999999999998,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","n","G","i","G","g","consonant","approximant","velar","DORSAL","voiced","NotAp","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded",301.38,23
"CA1HA_87","n","i","k",301.47,301.54,0.0699999999999932,"","técnico","",301.14,301.83,0.689999999999998,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","i","n","k","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp",301.505,24
"CA1HA_87","i","k","o",301.54,301.68,0.139999999999986,"","técnico","",301.14,301.83,0.689999999999998,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","k","i","o","i","i","vowel","high","front","FRONT","voiced","unrounded","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded",301.61,25
"CA1HA_87","k","o","",301.68,301.83,0.149999999999977,"","técnico","",301.14,301.83,0.689999999999998,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","o","k","","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded","blank","blank","blank","blank","blank","blank","blank","blank",301.755,26
"CA1HA_87","","d̪","e",301.98,302.11,0.129999999999995,"","de","la",301.98,302.18,0.199999999999989,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","d","","e","blank","blank","blank","blank","blank","blank","blank","blank","d","d","consonant","stop","dental","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",302.045,27
"CA1HA_87","d̪","e","l",302.11,302.18,0.0699999999999932,"","de","la",301.98,302.18,0.199999999999989,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","e","d","l","d","d","consonant","stop","dental","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp",302.145,28
"CA1HA_87","e","l","a",302.18,302.25,0.0699999999999932,"de","la","universidad",302.18,302.3,0.120000000000005,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","l","e","a","e","e","vowel","mid","front","FRONT","voiced","unrounded","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded",302.215,29
"CA1HA_87","l","a","u",302.25,302.3,0.0500000000000114,"de","la","universidad",302.18,302.3,0.120000000000005,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","a","l","u","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded","u","u","vowel","high","back","BACK","voiced","rounded",302.275,30
"CA1HA_87","a","u","n",302.3,302.34,0.0399999999999636,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","u","a","n","a","a","vowel","low","central","CENTRAL","voiced","unrounded","u","u","vowel","high","back","BACK","voiced","rounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp",302.32,31
"CA1HA_87","u","n","i",302.34,302.38,0.0400000000000205,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","n","u","i","u","u","vowel","high","back","BACK","voiced","rounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded",302.36,32
"CA1HA_87","n","i","β",302.38,302.44,0.0600000000000023,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","i","n","B","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded","B","b","consonant","approximant","bilabial","LABIAL","voiced","NotAp",302.41,33
"CA1HA_87","i","β","e",302.44,302.5,0.0600000000000023,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","B","i","e","i","i","vowel","high","front","FRONT","voiced","unrounded","B","b","consonant","approximant","bilabial","LABIAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",302.47,34
"CA1HA_87","β","e","r",302.5,302.54,0.0400000000000205,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","e","B","r","B","b","consonant","approximant","bilabial","LABIAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","r","r","consonant","trill","alveolar","CORONAL","unvoiced","NotAp",302.52,35
"CA1HA_87","e","r","s",302.54,302.57,0.0299999999999727,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","r","e","s","e","e","vowel","mid","front","FRONT","voiced","unrounded","r","r","consonant","trill","alveolar","CORONAL","unvoiced","NotAp","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp",302.555,36
"CA1HA_87","r","s","i",302.57,302.74,0.170000000000016,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","s","r","i","r","r","consonant","trill","alveolar","CORONAL","unvoiced","NotAp","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded",302.655,37
"CA1HA_87","s","i","ð",302.74,302.77,0.0299999999999727,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","i","s","D","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp",302.755,38
"CA1HA_87","i","ð","a",302.77,302.82,0.0500000000000114,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","D","i","a","i","i","vowel","high","front","FRONT","voiced","unrounded","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded",302.795,39
"CA1HA_87","ð","a","ð",302.82,303.02,0.199999999999989,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","a","D","D","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp",302.92,40
"CA1HA_87","a","ð","d̪",303.02,303.03,0.00999999999999091,"la","universidad","de",302.3,303.03,0.729999999999961,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","D","a","d","a","a","vowel","low","central","CENTRAL","voiced","unrounded","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp","d","d","consonant","stop","dental","CORONAL","voiced","NotAp",303.025,41
"CA1HA_87","ð","d̪","e",303.03,303.14,0.110000000000014,"universidad","de","milán",303.03,303.24,0.210000000000036,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","d","D","e","D","d","consonant","approximant","dental","CORONAL","voiced","NotAp","d","d","consonant","stop","dental","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",303.085,42
"CA1HA_87","d̪","e","m",303.14,303.24,0.100000000000023,"universidad","de","milán",303.03,303.24,0.210000000000036,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","e","d","m","d","d","consonant","stop","dental","CORONAL","voiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp",303.19,43
"CA1HA_87","e","m","i",303.24,303.32,0.0799999999999841,"de","milán","",303.24,303.73,0.490000000000009,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"initial","medial","m","e","i","e","e","vowel","mid","front","FRONT","voiced","unrounded","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded",303.28,44
"CA1HA_87","m","i","l",303.32,303.38,0.0600000000000023,"de","milán","",303.24,303.73,0.490000000000009,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","i","m","l","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","i","i","vowel","high","front","FRONT","voiced","unrounded","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp",303.35,45
"CA1HA_87","i","l","a",303.38,303.46,0.0799999999999841,"de","milán","",303.24,303.73,0.490000000000009,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","l","i","a","i","i","vowel","high","front","FRONT","voiced","unrounded","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded",303.42,46
"CA1HA_87","l","a","n",303.46,303.59,0.129999999999995,"de","milán","",303.24,303.73,0.490000000000009,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"medial","medial","a","l","n","l","l","consonant","lateral","alveolar","CORONAL","voiced","NotAp","a","a","vowel","low","central","CENTRAL","voiced","unrounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp",303.525,47
"CA1HA_87","a","n","",303.59,303.73,0.140000000000043,"de","milán","",303.24,303.73,0.490000000000009,"","Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil ",299.63,303.85265247675,4.22265247675,"final","medial","n","a","","a","a","vowel","low","central","CENTRAL","voiced","unrounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","blank","blank","blank","blank","blank","blank","blank","blank",303.66,48
"CA1HA_87","","c","e",303.9327,303.9827,0.0500000000000114,"","que","es",303.9327,304.0127,0.0799999999999841,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"initial","medial","c","","e","blank","blank","blank","blank","blank","blank","blank","blank","q","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",303.9577,49
"CA1HA_87","c","e","e",303.9827,304.0127,0.0299999999999727,"","que","es",303.9327,304.0127,0.0799999999999841,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"final","medial","e","c","e","q","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","e","e","vowel","mid","front","FRONT","voiced","unrounded",303.9977,50
"CA1HA_87","e","e","s",304.0127,304.0727,0.0600000000000023,"que","es","muy",304.0127,304.1127,0.100000000000023,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"initial","medial","e","e","s","e","e","vowel","mid","front","FRONT","voiced","unrounded","e","e","vowel","mid","front","FRONT","voiced","unrounded","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp",304.0427,51
"CA1HA_87","e","s","m",304.0727,304.1127,0.0400000000000205,"que","es","muy",304.0127,304.1127,0.100000000000023,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"final","medial","s","e","m","e","e","vowel","mid","front","FRONT","voiced","unrounded","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp",304.0927,52
"CA1HA_87","s","m","w",304.1127,304.2227,0.109999999999957,"es","muy","reconocida",304.1127,304.2827,0.169999999999959,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"initial","medial","m","s","w","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","w","u","semivowel","approximant","labiovelar","LABIAL","voiced","rounded",304.1677,53
"CA1HA_87","m","w","i",304.2227,304.2527,0.0300000000000296,"es","muy","reconocida",304.1127,304.2827,0.169999999999959,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"medial","medial","w","m","i","m","m","consonant","nasal","bilabial","LABIAL","voiced","NotAp","w","u","semivowel","approximant","labiovelar","LABIAL","voiced","rounded","i","i","vowel","high","front","FRONT","voiced","unrounded",304.2377,54
"CA1HA_87","w","i","r",304.2527,304.2827,0.0299999999999727,"es","muy","reconocida",304.1127,304.2827,0.169999999999959,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"final","medial","i","w","r","w","u","semivowel","approximant","labiovelar","LABIAL","voiced","rounded","i","i","vowel","high","front","FRONT","voiced","unrounded","r","r","consonant","trill","alveolar","CORONAL","unvoiced","NotAp",304.2677,55
"CA1HA_87","i","r","e",304.2827,304.3427,0.0600000000000023,"muy","reconocida","en",304.2827,304.8627,0.580000000000041,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"initial","medial","r","i","e","i","i","vowel","high","front","FRONT","voiced","unrounded","r","r","consonant","trill","alveolar","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded",304.3127,56
"CA1HA_87","r","e","k",304.3427,304.4027,0.0600000000000023,"muy","reconocida","en",304.2827,304.8627,0.580000000000041,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"medial","medial","e","r","k","r","r","consonant","trill","alveolar","CORONAL","unvoiced","NotAp","e","e","vowel","mid","front","FRONT","voiced","unrounded","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp",304.3727,57
"CA1HA_87","e","k","o",304.4027,304.4627,0.0600000000000023,"muy","reconocida","en",304.2827,304.8627,0.580000000000041,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"medial","medial","k","e","o","e","e","vowel","mid","front","FRONT","voiced","unrounded","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded",304.4327,58
"CA1HA_87","k","o","n",304.4627,304.5127,0.0500000000000114,"muy","reconocida","en",304.2827,304.8627,0.580000000000041,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"medial","medial","o","k","n","k","k","consonant","stop","velar","DORSAL","unvoiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp",304.4877,59
"CA1HA_87","o","n","o",304.5127,304.5527,0.0400000000000205,"muy","reconocida","en",304.2827,304.8627,0.580000000000041,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"medial","medial","n","o","o","o","o","vowel","mid","back","BACK","voiced","rounded","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded",304.5327,60
"CA1HA_87","n","o","s",304.5527,304.6027,0.0500000000000114,"muy","reconocida","en",304.2827,304.8627,0.580000000000041,"Y además el componente técnico de la Universidad de Milán","que es muy reconocida en ingeniería civil","",303.85265247675,305.823696779092,1.97104430234202,"medial","medial","o","n","s","n","n","consonant","nasal","alveolar","CORONAL","voiced","NotAp","o","o","vowel","mid","back","BACK","voiced","rounded","s","s","consonant","fricative","alveolar","CORONAL","unvoiced","NotAp",304.5777,61
