speaker,time,row_index,formant_1,formant_2,formant_3,pitchValue,intensityValue
CA1HA_87,302.47,34,438.72532496504766,1508.9446580231092,2184.4240971820923,100.88902831716493,79.75038590058465
CA1HA_87,302.52,35,522.0978459229593,1713.210357220508,2457.3278047459057,99.83043051358477,81.64881591257027
CA1HA_87,302.555,36,483.5135380601446,1725.2599760099868,2428.337285248269,--undefined--,77.61157954482653
CA1HA_87,302.655,37,516.857322905778,1787.085009039717,2656.3155070584253,--undefined--,71.77898122841674
CA1HA_87,302.755,38,343.7630551779373,1220.679418220681,2137.4763443515412,--undefined--,81.2067974377396
CA1HA_87,302.795,39,497.24062197934904,1678.3282863864044,2524.8380850990866,100.21989031387724,81.53854903238972
CA1HA_87,302.92,40,619.4149998248739,1523.923055399124,2564.4612947743426,99.35413892081743,79.66158089207157
CA1HA_87,303.025,41,536.8804381262363,1574.2879743069589,2668.273535535582,106.87708326073682,80.91192831481072
CA1HA_87,303.085,42,416.7806467736008,1134.9193531971368,1945.3901166977034,113.09006014289733,81.19306544078438
CA1HA_87,303.19,43,386.5445722919782,748.2229840033749,2129.3983155419237,115.90875199259631,80.96161306891032
CA1HA_87,303.28,44,282.1106289243506,1195.0167076829807,2122.4746547749346,116.17212852157768,80.76748041977365
CA1HA_87,303.35,45,314.11315484373586,998.678335425187,2254.450888707905,111.87932481905348,83.1227863960872
CA1HA_87,303.42,46,330.98213078814325,1689.1256368265063,2685.791448072622,106.45733044208434,82.2624983854972
CA1HA_87,303.525,47,548.7869444708967,1619.979627314542,2044.3300191632914,108.03937931676832,80.58525843132014
CA1HA_87,303.66,48,315.0476228415352,1419.8640669435492,1819.16092604097,99.72338534944015,81.04229733674865
CA1HA_87,303.9577,49,221.11513301450088,1582.6516097437102,1947.09024320444,--undefined--,76.61126575116297
CA1HA_87,303.9977,50,387.3971325716912,1422.2133635788232,2156.700408915357,100.16211721514041,82.41177753233916
CA1HA_87,304.0427,51,373.60238744035536,2186.4934069521446,2420.96627754011,93.07366415521868,80.95781135780652
CA1HA_87,304.0927,52,190.6692337247455,1391.820492829586,2175.1877525242394,90.98192044597026,80.12000062369809
CA1HA_87,304.1677,53,298.68556604651184,1286.247900150779,2185.493696431837,110.30583542823538,82.70832930598277
CA1HA_87,304.2377,54,351.3151958389848,1266.70974089763,2278.045894328352,107.83895338201064,82.10194538186724
CA1HA_87,304.2677,55,366.5134348539606,1621.1338417369095,2201.6165650338994,104.0948911684748,80.1808775797104
CA1HA_87,304.3127,56,362.4313486872221,1503.541027723434,2262.522276734841,108.68413466201943,77.88641061126776
CA1HA_87,304.3727,57,426.0075278078707,1646.142620741271,2351.6724832265713,117.06697107451434,81.78291085461022
CA1HA_87,304.4327,58,1350.7758243881956,2019.6270330689888,2974.1578949825825,108.6533145078827,80.14602217651476
CA1HA_87,304.4877,59,460.7158849672229,928.1848248389333,1984.6596870925075,114.09513131503293,82.70703171377764
CA1HA_87,304.5327,60,315.2251655510663,993.2073107613829,1910.775824206431,110.5497740106086,82.73806243201965
CA1HA_87,304.5777,61,394.5185477663783,1331.5788050890126,2205.754501340872,107.80339236648263,81.431891767739
CA1HA_87,304.6727,62,460.4072820174025,1641.3502278944877,2656.6760687383894,--undefined--,70.57925324482486
CA1HA_87,304.7727,63,303.3190729434551,1767.989654425631,2405.607678800858,102.91438999752616,82.27983041112608
CA1HA_87,304.8177,64,344.90318006643304,1072.10300123348,2097.6745063927824,101.89222026119147,81.51997386874882
CA1HA_87,304.8477,65,432.9377086852341,1007.7166329498511,2103.426652972202,103.8484982795496,81.89233707042656
CA1HA_87,304.8777,66,404.97766349725174,940.276904523869,2076.582689998098,101.47486464490807,80.80043793044693
CA1HA_87,304.9077,67,330.47026507861455,821.4040738806971,1982.842963574868,100.12652198830891,81.01696826301097
CA1HA_87,304.9377,68,323.965600575972,1133.2476202036996,1887.1378161766697,97.03670863877191,81.87393307997945
CA1HA_87,304.9677,69,354.3288245505754,1384.3831279582698,2329.7340331380656,95.09673114037719,80.89868305860037
CA1HA_87,304.9977,70,335.27356232284063,810.6134922580032,2182.7396538632074,95.44853182403222,82.44966736276419
CA1HA_87,305.0327,71,332.1886248139342,969.2933453765787,2098.8286050171805,95.8885808734685,80.31667164013935
CA1HA_87,305.0777,72,295.6784025751223,1713.8365016383984,2549.4692329663703,97.79729402489535,81.95474154424309
CA1HA_87,305.1177,73,347.54563446711495,956.6585920416329,2098.378199639632,95.71018122536593,80.82637169438262
CA1HA_87,305.1527,74,363.3709739383814,1902.032230221399,2503.9294811232435,88.12654131099006,78.35305225950987
CA1HA_87,305.1827,75,438.0022213737863,1753.614920027679,2487.169532869732,90.27715490088562,77.67609176471824
CA1HA_87,305.2227,76,368.61097705461583,893.9126795975146,2125.2237176935955,91.66792849471727,80.50095428231548
CA1HA_87,305.2727,77,439.18490503847016,1401.7229921016506,2095.7231508627387,91.28927025418066,81.20221837835871
CA1HA_87,305.3577,78,506.28374441608736,1940.3696956588265,2248.5721709695244,85.26341667169876,76.57057604067977
CA1HA_87,305.4527,79,314.243419401783,1833.0569937414878,2424.385976251202,112.80980068460241,83.51572617164071
CA1HA_87,305.4977,80,310.7268933353164,1581.9916769125584,2340.168026700831,113.84487710188593,83.67764211748062
CA1HA_87,305.5427,81,305.40261612513603,2332.27114106376,2543.407935776872,109.98490624303496,82.87120007457521
CA1HA_87,305.6627,82,295.452561778868,1573.457896188936,2389.414837006263,106.83946727740975,77.70595154643634
CA1HA_87,307.7228,83,640.4176904848778,1594.4196445398177,2598.785431029757,125.41664110798162,82.78621328707739
CA1HA_87,307.7928,84,360.0377467309199,1378.683032058604,1703.8979893599658,118.24755147746336,81.35737577599556
CA1HA_87,307.8428,85,357.1910099093974,1272.395614942132,2184.647544793624,126.20673988854487,83.57222088345561
CA1HA_87,307.8828,86,395.58466558526254,891.4880961967317,2153.4562518482503,130.6018122057718,80.97161158886935
CA1HA_87,307.9128,87,435.3821977302885,1598.1362305309476,2454.1826728627466,134.10648032217648,78.4975134222578
CA1HA_87,307.9428,88,418.23597147636553,1156.3936059423547,2227.2520135099962,130.56650385084737,72.53641565737433
CA1HA_87,307.9828,89,387.31258423951977,1645.0577509659631,1926.0065515350157,--undefined--,70.08731851305836
CA1HA_87,308.0228,90,468.3361708734063,1671.761015219262,2521.0231192098868,155.06869967476166,82.88073209645923
CA1HA_87,308.0828,91,438.2161027521238,1148.2139272597467,1947.2085398451725,149.05920854787513,81.26953704264446
CA1HA_87,308.1628,92,446.63976942427695,1636.9359346789377,1975.1641508557664,149.083777249017,71.44008347978945
CA1HA_87,308.2078,93,383.2519046036629,1165.07378241266,1978.3102350517504,144.23238764124926,80.31413632359921
CA1HA_87,308.2428,94,363.4300021359914,1055.4579626893699,1960.7490982331356,140.9632862221525,79.42896768783912
CA1HA_87,308.2878,95,303.43266647472797,1164.2770389468849,2213.592824160903,143.29080171359888,72.58847479298252
CA1HA_87,308.3328,96,470.8360280186753,1398.9916932496396,2397.552096271672,147.0361070786724,81.10852696605376
CA1HA_87,308.3928,97,307.8913524670754,735.8458041156155,2033.815637103986,139.2795357035013,79.88327954315537
CA1HA_87,308.4628,98,473.0161077121731,1275.9879975972196,1925.4076637212086,--undefined--,71.39818502446002
CA1HA_87,308.5378,99,490.4912340518566,1048.1937539534474,2026.8182576617176,121.73829394283521,81.82206381840322
CA1HA_87,308.6078,100,306.4243086254388,1243.2910128895433,1813.5127843533996,112.58783148454951,82.21428676317373
CA1HA_87,308.6678,101,358.72834300333534,1140.5142246454477,2358.8354431064417,110.0482414767516,80.74499354058513
CA1HA_87,308.7628,102,295.5732906606608,990.0321324655072,2335.878637247436,110.58359638743589,82.03336048651363
CA1HA_87,308.8928,103,336.3979430165411,1497.099051047735,2295.695739237264,80.54466141397654,69.53598306783375
CA1HA_87,309.1528,104,415.35138573108566,896.1804905811277,2165.99414005376,116.97605297818333,79.38191943725352
CA1HA_87,309.5178,105,310.4126467201273,975.5639095334996,1983.397014979911,110.89821661881169,82.41645625960975
CA1HA_87,309.6178,106,326.2294215349359,945.9001300725555,1892.212926165121,143.1728870163091,83.91974956257278
CA1HA_87,309.7228,107,326.45600438493994,1812.5758763784172,2874.651641765577,137.7841215314185,75.50310082597011
CA1HA_87,309.8128,108,314.5086221807327,1754.730418973941,2380.2458667501533,108.8372499188235,81.3827952438769
CA1HA_87,309.8978,109,327.86852905173293,1213.6159695943086,2241.912788530792,--undefined--,71.57106018016316
CA1HA_87,309.9778,110,378.33759771789806,902.4992618409203,1829.990185254762,99.74021244433543,77.11947127621958
CA1HA_87,310.0666,111,395.5608106316827,1630.416936950942,2307.125780658497,--undefined--,70.69699427757755
CA1HA_87,310.1266,112,378.42784697901,1206.157943526593,2252.869395106949,93.359410879,80.0083409032329
CA1HA_87,310.1766,113,370.0124179693214,1235.829983749884,1761.7689244219218,95.92290001780587,79.90190029372914
CA1HA_87,310.2416,114,339.9354586490914,1745.995252298112,2054.3154067296427,100.16938658480565,78.94356149021867
CA1HA_87,310.3016,115,407.5255692780315,1791.355214714303,2193.1588327577792,97.26547314114515,80.91903325335366
CA1HA_87,310.3416,116,380.05978155833304,1602.7940419115566,2456.3399184242185,92.2366626043728,79.13001413972171
CA1HA_87,310.3766,117,364.7135160919504,1695.2388137108176,1711.9902474517057,93.70685087408172,77.90566096799219
CA1HA_87,310.4066,118,609.1043259952393,1792.6370473970067,2515.3665304239103,91.9945613425506,80.20254217704395
CA1HA_87,310.4366,119,523.8118465223786,1846.500834226112,2476.2791276454955,91.23473554397282,79.167787060157
CA1HA_87,310.4916,120,469.60394871600244,1599.5934707895253,1928.3143465543312,--undefined--,71.15883465399727
CA1HA_87,310.5566,121,342.5581466806562,1396.0475116602488,2242.4099106757753,--undefined--,71.17917782653143
CA1HA_87,310.6166,122,650.9473874642719,1615.1786155025939,2715.0798929806724,101.41448084348549,82.43872047357257
CA1HA_87,310.6766,123,328.9387508442144,1380.0987471670328,1946.469455224463,99.68365194550967,81.67985653895747
CA1HA_87,310.7166,124,594.4986599399514,1761.299591755733,2735.546538450802,102.40176131251863,82.49184065139455
CA1HA_87,310.7616,125,523.2769751536298,1498.9783254242247,1917.9659510793608,108.24058220880649,81.62235458473897
CA1HA_87,310.8116,126,426.22540010864395,1052.9385670261368,1936.4107103259926,115.27089516853316,80.93061710815921
CA1HA_87,310.8666,127,374.5482778144751,1360.1334243688652,1821.761324035174,120.29399407463248,81.40638890595628
CA1HA_87,310.9316,128,363.770715704318,1185.910953385314,1966.5391423256647,114.58058921767906,81.99547448136609
CA1HA_87,310.9916,129,357.80107546843493,1205.8300870756466,2226.4785691543093,107.70452698257658,82.04429326381363
CA1HA_87,311.0716,130,587.4783626082412,1739.5810963068393,2472.9080390418103,102.62059108893511,80.73633298897084
CA1HA_87,311.1416,131,496.5637140502228,1698.1468078075939,2603.4381956695447,106.31302998721445,78.0659562863704
CA1HA_87,311.1766,132,432.6447194022088,811.3572648238242,1876.4021620507103,110.95511074522356,81.06439614790747
CA1HA_87,311.2066,133,496.25521314355933,1430.9051699588929,2233.4470411499956,115.0295282052954,80.36514157156938
CA1HA_87,311.2366,134,370.4961282433781,1002.4117292554943,1774.4222043849836,118.92824163953465,79.7433272777834
CA1HA_87,311.2666,135,378.4729322153378,1051.5126851303764,1894.0181479963273,121.63620258208516,80.14814547822306
CA1HA_87,311.2966,136,387.561501456683,1216.7516621535876,1914.5340258557499,119.20805867269316,78.68662556807179
CA1HA_87,311.3266,137,355.4696593984411,1194.949342244912,1883.0902282013149,117.79441915032179,79.83645631802858
CA1HA_87,311.3566,138,374.8102449376812,1304.9594522541163,1900.7269457412508,118.97403508827834,79.79860272382379
CA1HA_87,311.3866,139,447.4467011023476,1286.8435593196225,1810.602087320145,122.90038993541933,80.9824035840968
CA1HA_87,311.4216,140,514.8517518249644,1247.9620731518175,2236.034819425533,124.46454603542485,82.1460957181848
CA1HA_87,311.4766,141,430.5656491104065,1467.204831702898,2044.4347612240315,123.68061812243035,72.27715240690452
CA1HA_87,311.5366,142,467.610601718099,1639.855683669371,2494.5911754257154,--undefined--,69.19165634589648
CA1HA_87,311.5766,143,564.2042745849884,1693.5181104437634,2599.865769917489,101.99474000750618,81.12852939272561
CA1HA_87,311.6116,144,569.1683024743477,1551.7483841574501,2325.6035643796545,100.6102511165897,81.01814192354794
CA1HA_87,311.6666,145,479.0316627496302,1660.9541339406808,2409.066676914541,--undefined--,73.18953072561733
CA1HA_87,311.7116,146,530.2608521820987,1735.3841528901023,2116.274596430699,--undefined--,72.75067192784769
CA1HA_87,311.7666,147,480.3066261102474,886.9376115811107,1893.7531394149962,110.20126061827712,79.80031092227752
CA1HA_87,311.8666,148,348.39058189549894,1680.9322226959448,2295.0311049112975,--undefined--,76.3400641065785
CA1HA_87,311.9816,149,290.89162790993583,1202.5262592834495,2105.5569597556114,89.73939981098229,81.34249427895226
CA1HA_87,312.0616,150,604.0796338591203,1221.8046469819492,1720.5244090841775,101.28870752598648,80.84706100613604
CA1HA_87,312.1116,151,567.0338887755996,1515.4679154489925,2369.099087103294,97.62845115959895,78.77842652261951
CA1HA_87,312.1616,152,367.1660795808899,1278.838880996502,2000.9593324499422,--undefined--,77.75421700170598
CA1HA_87,312.2016,153,404.3672241209151,1679.8922154427835,1800.2839467628214,112.4173678158006,79.75252053533721
CA1HA_87,312.2416,154,461.99249142612604,1438.1856108704976,2195.1989778438087,--undefined--,75.70390031149405
CA1HA_87,312.2766,155,457.5377085357221,1368.1123183082761,2169.4434651032057,118.09667977158959,79.33044689918064
CA1HA_87,312.3316,156,354.76602492906375,1027.6164828654341,1917.59315948306,119.74655065087858,81.00283639915439
CA1HA_87,312.3916,157,429.37559414529386,1061.5483265797695,1632.9629192593022,107.2325160695117,81.54853961098789
CA1HA_87,312.4666,158,484.92029325556445,1562.531250447898,2567.4006913726344,--undefined--,71.68184100402672
CA1HA_87,312.5416,159,339.7969154365346,1388.1801886425897,2011.5798311377696,96.99731126680554,80.99578166763808
CA1HA_87,312.5766,160,380.0621847260169,1337.2776687657263,2218.720847724527,102.3607337076408,82.70278588596199
CA1HA_87,312.6216,161,442.9253972735463,1282.7496225166599,2100.994588424359,111.55210787185035,83.1485155434492
CA1HA_87,312.6666,162,386.6927033423609,1377.1905429746255,2344.3893992548456,112.19244132773251,82.83312684081247
CA1HA_87,312.6966,163,322.7169352834308,1328.8303904302993,2157.016112950347,108.82565866655372,83.77465989942053
CA1HA_87,312.7266,164,318.75774508327487,1396.1640089106938,2004.2640511748032,111.10079156227268,83.87094320614136
CA1HA_87,312.7566,165,290.840704727287,1441.2476682600727,2541.661042302255,116.39004546358821,83.43898192544954
CA1HA_87,312.7866,166,346.48807851215173,1141.755512808047,2150.587348081361,127.99333995341827,83.24562980125529
CA1HA_87,312.8366,167,311.6788485962589,963.2317645195924,2073.2152227195356,144.8812508504223,84.5381942748822
CA1HA_87,312.9566,168,292.9058268766636,894.8054040430377,1967.8962383279568,131.22585007635166,83.43362495106095
CA1HA_87,313.0566,169,322.4867030668269,1392.8418084487785,2120.32401269614,102.49180269051342,80.94746073243297
CA1HA_87,313.1066,170,403.63336029253935,1039.369301238132,1917.4061537306804,95.61929884537454,78.23798003444499
CA1HA_87,313.925,171,358.88474511303207,1073.3416335404727,2219.6048746805495,127.01776438709317,85.10227286426719
CA1HA_87,313.99,172,583.1993319658693,1711.982780879336,1985.4177424582786,119.09927673830627,81.04249377091146
CA1HA_87,314.025,173,574.8989214001767,1239.9435457408838,1943.2334510930768,119.35989232696743,81.3506324816042
CA1HA_87,314.07,174,528.8118521367601,1648.1550249296615,2365.6599502709278,115.368434296572,80.67615951774806
CA1HA_87,314.135,175,369.9004295937823,1151.3347874818953,2104.274447992558,114.30083341719282,82.24906576824058
CA1HA_87,314.215,176,630.159968443289,1677.3818390694667,2394.756360595974,114.41292989769909,80.4065478761639
CA1HA_87,314.28,177,333.1786896436447,1381.7914240567416,2005.6683624246903,127.65830242331859,82.92495395517794
CA1HA_87,314.32,178,552.7960999529648,1710.6108868757303,2014.1846204177568,132.7411472324342,82.04720185788531
CA1HA_87,314.35,179,563.291385273755,1594.1756849691283,2469.6046763252034,130.45170697835184,82.30794817402166
CA1HA_87,314.395,180,594.4097989796022,1586.7253658792472,2434.135196109462,133.7753001895274,83.04384817388093
CA1HA_87,314.495,181,576.1651789013506,1594.6564424830299,2412.228076121385,132.63102598050173,69.48480561779294
CA1HA_87,314.585,182,450.34763050796244,1249.4332209176612,2250.84397889166,127.0237465797786,82.74666379671123
CA1HA_87,314.645,183,524.5005788168789,886.1375265854823,1721.3122976148068,123.07928758402177,82.95649542458048
CA1HA_87,314.695,184,583.3926201729678,1359.740964421393,2213.8000820857,125.34157501784486,81.34336417044383
CA1HA_87,314.73,185,459.5681872715654,1336.937680805909,2230.774213405724,128.57311781965237,80.10931564835
CA1HA_87,314.77,186,568.9115514628978,1091.920875179084,1655.2280074540981,134.82334291328473,80.96233134402598
CA1HA_87,314.815,187,384.357931813985,1562.183166368589,2325.901302226476,136.34533476175505,80.84632502084611
CA1HA_87,314.88,188,360.6952792734196,1703.7356724501549,2081.091322453881,129.64603473160835,80.12752252658126
CA1HA_87,314.94,189,368.49413509333027,1363.3991040436583,2127.2163110341453,124.18036326076721,82.86036336360552
CA1HA_87,315.01,190,370.14314564715676,1354.8381553490956,2315.7020004833753,122.67268730947158,82.07682546335919
CA1HA_87,315.115,191,355.8218086245282,1606.1325698074743,2393.3754102619605,119.65240348931607,77.3573639274045
CA1HA_87,315.21,192,404.4374360678791,1704.1917262162021,1925.9731211884875,--undefined--,65.4324436092609
CA1HA_87,315.265,193,482.5198023592592,1255.878217462328,1902.1720465963492,136.16288931210292,79.12760719847276
CA1HA_87,315.295,194,419.6919622219557,1713.2069753029984,2467.3046287990987,126.9026656185024,80.14138882834467
CA1HA_87,315.315,195,382.6996889769088,1236.5559701535708,1892.707159917097,126.89880197250164,81.32376491698206
CA1HA_87,315.335,196,373.41766299942077,853.5951482011853,1884.555045894887,127.74793219073689,82.24145203480005
CA1HA_87,315.365,197,350.7248594813259,1178.8202417379666,2052.7469158316467,125.44677046165286,82.62566542205809
CA1HA_87,315.4,198,352.85171455168825,1605.233031119772,2292.030170461516,120.30535195689949,82.0647895172471
CA1HA_87,315.45,199,349.8599358133202,685.0341850339884,2117.5551432540424,111.0567149073836,78.56180880265418
CA1HA_87,315.5,200,353.3935341451134,1140.3580017099318,2165.396546048016,105.33777775596407,78.42293127119628
CA1HA_87,315.525,201,392.1542425487523,677.1946504978572,2004.6934552297973,104.92934992639682,77.60176799322481
CA1HA_87,315.545,202,467.73637083348956,1889.6270557991859,2437.2445299009423,102.70912221776132,76.60962959615154
CA1HA_87,315.575,203,419.7384271290016,1795.881878228045,2369.6873063928783,103.94084434264802,77.53340894256543
CA1HA_87,315.61,204,421.5998453014857,1131.467270909225,1807.7234492334383,107.6772509758374,77.78460521108248
CA1HA_87,315.705,205,303.48449021246336,585.8962494883307,1807.8892519441683,113.06098991780792,79.2596130040361
CA1HA_87,315.79,206,251.20019226569434,1513.2064383543259,2192.5391528966215,107.34111135494587,75.80506351671735
CA1HA_87,315.88,207,443.14064319293243,1185.1279875770115,2261.811509381905,109.38846050477547,82.20497461280738
CA1HA_87,316.04,208,507.5419328737165,1789.112256212825,2157.574939831359,109.03243038193868,70.31354319840959
CA1HA_87,316.145,209,575.4190358023704,1460.9257605397322,2430.9052441444514,110.12762732361882,81.10124283675884
CA1HA_87,316.2688,210,493.0551166986353,1525.6913515468568,2292.113150712138,--undefined--,69.54708137364526
CA1HA_87,316.3088,211,396.2339368590182,1794.8805383603599,2111.1003403669893,109.10513203436454,78.40578657896627
CA1HA_87,316.3388,212,348.7701583082322,1555.2352171327434,2184.703356112733,97.45521756031067,74.77208391748367
CA1HA_87,316.3688,213,308.63508740370395,1403.1503764953582,1839.9024234755177,102.81336345283583,76.13305621883596
CA1HA_87,316.3988,214,381.68830846127486,1092.7066489037188,2057.9605689827663,107.18752833126915,78.37103847902972
CA1HA_87,316.4438,215,329.86298793771067,1487.305010968527,2385.5715607046554,103.8010999035755,79.28591394826043
CA1HA_87,316.5038,216,577.8509925663436,1428.0492683287982,2313.5093498557612,102.50861199898047,79.3430034528276
CA1HA_87,316.5638,217,386.032876849752,1451.6396280013983,2320.754313071023,99.7443483043918,78.6692280556953
CA1HA_87,316.6088,218,350.78427810584793,1006.5211721880145,2006.372945971295,101.37339664380139,80.08403182386017
CA1HA_87,316.6388,219,475.60997312004025,579.5390635414695,1905.3234908177617,101.33299581363573,80.10831097751121
CA1HA_87,316.6738,220,477.10564909827934,1056.8666727882287,1923.4212530578943,101.30563716753015,80.59971020675582
CA1HA_87,316.7438,221,338.332320615896,1790.8592901393913,2661.408050614922,104.27385211666211,79.77512129509361
CA1HA_87,316.8088,222,304.73136363432826,1458.4267175234072,1802.565931910262,101.08070647543181,79.73394379041693
CA1HA_87,316.8538,223,1438.4209713097819,1943.9015985358183,2782.47742820051,--undefined--,71.85194601589738
CA1HA_87,316.9088,224,430.3473331957918,1557.1160481602035,1709.692081582541,106.36839264198086,80.47021453294253
CA1HA_87,316.9588,225,329.82675725081083,1607.3759473721186,1849.4441195857846,106.55275609154884,80.90850351987208
CA1HA_87,317.0138,226,562.0201701248116,1425.8168310173567,1648.2139861265023,102.50648489935818,79.55882910695935
CA1HA_87,317.0938,227,267.0351220982345,1470.0029108724816,1747.9967897905685,104.03454374623375,72.2461545751543
CA1HA_87,317.1588,228,367.251223914205,1303.444923481582,1901.99323640944,--undefined--,73.90950870875916
CA1HA_87,317.1838,229,327.4475741986381,1459.7168212584068,2035.5290656392533,113.80229525806477,79.62715738004911
CA1HA_87,317.2188,230,525.1858753976143,1897.0250677958888,2377.9487196626724,105.90400431255748,82.00010041277348
CA1HA_87,317.2838,231,335.0973557089975,1869.7485342865868,2398.932256699545,106.96718844307817,82.31364031257732
CA1HA_87,317.3838,232,302.05199175102126,1521.8916235858896,2260.255105531933,--undefined--,70.03320127218934
CA1HA_87,317.5188,233,259.2095303247896,1256.2068948649787,2328.2919439949255,110.49903993411183,84.1391595199839
CA1HA_87,317.6538,234,286.5378332109948,1636.2725285679626,2458.4410022894153,103.40134786110816,81.64331732960763
CA1HA_87,317.7688,235,592.1863582988956,1647.9572957568128,2635.193237959553,110.9311618432376,78.66507382868967
CA1HA_87,318.61,236,336.70928408672694,1526.7378029630786,1861.8742238174398,108.64444464547688,82.4328899159402
CA1HA_87,318.675,237,240.24085175876564,1491.0229740769346,1830.8876228143085,98.51437475082689,80.89104943757836
CA1HA_87,318.74,238,1295.9775502256607,1706.0973463548248,2625.0400085859364,--undefined--,71.90337751318752
CA1HA_87,318.815,239,440.7335036751482,1161.0877559435553,1916.304380956994,111.57328799653352,82.57711188787208
CA1HA_87,318.87,240,334.6071618664276,1197.0509134237495,1938.4112344945443,112.50865395248798,83.80741778910667
CA1HA_87,318.95,241,611.9535481812665,1486.9640816135313,2448.51539342834,106.4816991072947,81.89657275963339
CA1HA_87,319.03,242,469.99303303911483,1560.6214526616552,2572.3089257907654,111.88470749924109,82.13257072157349
CA1HA_87,319.09,243,556.8036530897771,1620.7807802705354,2574.273110616584,114.33634180114565,82.5857606028292
CA1HA_87,319.165,244,368.072235882024,1545.0518474892122,2358.659104775045,116.29221690241984,82.4157144483744
CA1HA_87,319.305,245,352.12924511997943,1118.9939718589992,2336.515644767199,116.6491146468415,84.65935776609425
CA1HA_87,319.46,246,566.180793011187,1337.8577342135336,2045.4251176729897,106.264296968651,81.33182689167656
CA1HA_87,319.585,247,460.64479744460743,1291.8329530502556,1883.0823684416923,101.41327540209087,78.11973500167984
CA1HA_87,319.71,248,511.7458029158415,1471.9541729504444,2060.979550433317,--undefined--,65.36921825333422
CA1HA_87,319.88,249,573.3738556164595,1181.1305235041873,2114.344102096319,109.01224388074634,77.2662901179624
CA1HA_87,320.2945,250,302.0893496932904,1793.7032653857398,2530.733069687367,103.23427919961333,80.58290608831533
