speaker,previous,segment,following,onset,offset,dur,previousWord,word,followingWord,wordOnset,wordOffset,wordDur,previousText,text,followingText,textOnset,textOffset,textDur,position,wordposition,segments,previous_segs,following_segs,type,prevManner,manner,follManner,prevMannerMaj,mannerMaj,follMannerMaj,prevPlaceMaj,placeMaj,follPlaceMaj,prevVoicing,voicing,follVoicing,mid,wordMid
CA1HA_87,l,a,n,303.46,303.59,0.12999999999999545,de,milán,además,303.24,303.73,0.4900000000000091,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,medial,medial,a,l,n,vowel,liquid,vowel,nasal,sonorant,vowel,sonorant,coronal,vowel,coronal,voiced,voiced,voiced,303.525,303.485
CA1HA_87,a,n,c,303.59,303.73,0.1400000000000432,de,milán,además,303.24,303.73,0.4900000000000091,,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,299.63,303.85265247675,4.2226524767499996,final,medial,n,a,c,semivowel,vowel,nasal,numeric,vowel,sonorant,numeric,vowel,coronal,numeric,voiced,voiced,numeric,303.65999999999997,303.485
CA1HA_87,n,c,e,303.9327,303.9827,0.05000000000001137,milán,que,el,303.9327,304.0127,0.07999999999998408,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,c,n,e,numeric,nasal,numeric,vowel,sonorant,numeric,vowel,coronal,numeric,vowel,voiced,numeric,voiced,303.95770000000005,303.97270000000003
CA1HA_87,c,e,e,303.9827,304.0127,0.029999999999972715,milán,que,el,303.9327,304.0127,0.07999999999998408,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,e,c,e,vowel,numeric,vowel,vowel,numeric,vowel,vowel,numeric,vowel,vowel,numeric,voiced,voiced,303.9977,303.97270000000003
CA1HA_87,e,e,s,304.0127,304.0727,0.060000000000002274,que,es,el,304.0127,304.1127,0.10000000000002274,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,e,e,s,vowel,vowel,vowel,fricative,vowel,vowel,obstruent,vowel,vowel,coronal,voiced,voiced,voiceless,304.04269999999997,304.0627
CA1HA_87,e,s,m,304.0727,304.1127,0.040000000000020464,que,es,el,304.0127,304.1127,0.10000000000002274,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,s,e,m,semivowel,vowel,fricative,nasal,vowel,obstruent,sonorant,vowel,coronal,labial,voiced,voiceless,voiced,304.09270000000004,304.0627
CA1HA_87,s,m,w,304.1127,304.2227,0.1099999999999568,es,muy,el,304.1127,304.2827,0.16999999999995907,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,m,s,w,semivowel,fricative,nasal,semivowel,obstruent,sonorant,semivowel,coronal,labial,semivowel,voiceless,voiced,voiced,304.16769999999997,304.1977
CA1HA_87,m,w,i,304.2227,304.2527,0.03000000000002956,es,muy,el,304.1127,304.2827,0.16999999999995907,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,medial,medial,w,m,i,semivowel,nasal,semivowel,vowel,sonorant,semivowel,vowel,labial,semivowel,vowel,voiced,voiced,voiced,304.2377,304.1977
CA1HA_87,w,i,r,304.2527,304.2827,0.029999999999972715,es,muy,el,304.1127,304.2827,0.16999999999995907,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,final,medial,i,w,r,vowel,semivowel,vowel,liquid,semivowel,vowel,sonorant,semivowel,vowel,coronal,voiced,voiced,voiced,304.2677,304.1977
CA1HA_87,i,r,e,304.2827,304.3427,0.060000000000002274,muy,reconocida,el,304.2827,304.8627,0.5800000000000409,Y además el componente técnico de la Universidad de Milán,que es muy reconocida en ingeniería civil,Había este otro componente músico,303.85265247675,305.823696779092,1.9710443023420225,initial,medial,r,i,e,semivowel,vowel,liquid,vowel,vowel,sonorant,vowel,vowel,coronal,vowel,voiced,voiced,voiced,304.31269999999995,304.5727
